go_category,go_description,go_id,accession,protein_dcid,go_dcid
dcs:GeneOntologyTypeBiologicalProcess,regulation of macromolecule metabolic process,"""GO:0060255""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0060255
dcs:GeneOntologyTypeBiologicalProcess,regulation of gene expression,"""GO:0010468""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0010468
dcs:GeneOntologyTypeBiologicalProcess,regulation of transcription,"""GO:0140542""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0140542
dcs:GeneOntologyTypeBiologicalProcess,"regulation of transcription, dna-dependent","""GO:0006355""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0006355
dcs:GeneOntologyTypeBiologicalProcess,regulation of cellular process,"""GO:0050794""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0050794
dcs:GeneOntologyTypeBiologicalProcess,signal transduction,"""GO:0007165""",HMDBP00026,bio/NCOA3_HUMAN,bio/GO_0007165
dcs:GeneOntologyTypeBiologicalProcess,cell cycle arrest,"""GO:0007050""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0007050
dcs:GeneOntologyTypeBiologicalProcess,Notch signaling pathway,"""GO:0007219""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0007219
dcs:GeneOntologyTypeBiologicalProcess,cellular response to insulin stimulus,"""GO:0032869""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0032869
dcs:GeneOntologyTypeBiologicalProcess,chromatin remodeling,"""GO:0006338""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0006338
dcs:GeneOntologyTypeBiologicalProcess,transcription initiation from RNA polymerase I promoter,"""GO:0006361""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0006361
dcs:GeneOntologyTypeBiologicalProcess,histone H3 acetylation,"""GO:0043966""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0043966
dcs:GeneOntologyTypeBiologicalProcess,virus-host interaction,"""GO:0019048""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0019048
dcs:GeneOntologyTypeBiologicalProcess,positive regulation of transcription from RNA polymerase II promoter,"""GO:0045944""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0045944
dcs:GeneOntologyTypeBiologicalProcess,negative regulation of cell proliferation,"""GO:0008285""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0008285
dcs:GeneOntologyTypeBiologicalProcess,negative regulation of cyclin-dependent protein kinase activity,"""GO:0045736""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0045736
dcs:GeneOntologyTypeBiologicalProcess,regulation of protein ADP-ribosylation,"""GO:0010835""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0010835
dcs:GeneOntologyTypeBiologicalProcess,N-terminal peptidyl-lysine acetylation,"""GO:0018076""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0018076
dcs:GeneOntologyTypeBiologicalProcess,transcription initiation from RNA polymerase II promoter,"""GO:0006367""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0006367
dcs:GeneOntologyTypeCellularComponent,I band,"""GO:0031674""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0031674
dcs:GeneOntologyTypeCellularComponent,Ada2/Gcn5/Ada3 transcription activator complex,"""GO:0005671""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0005671
dcs:GeneOntologyTypeCellularComponent,A band,"""GO:0031672""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0031672
dcs:GeneOntologyTypeCellularComponent,actomyosin,"""GO:0042641""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0042641
dcs:GeneOntologyTypeCellularComponent,chromatin remodeling complex,"""GO:0016585""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0016585
dcs:GeneOntologyTypeCellularComponent,kinetochore,"""GO:0000776""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0000776
dcs:GeneOntologyTypeCellularComponent,PCAF complex,"""GO:0000125""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0000125
dcs:GeneOntologyTypeCellularComponent,organelle,"""GO:0043226""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0043226
dcs:GeneOntologyTypeCellularComponent,membrane-bounded organelle,"""GO:0043227""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0043227
dcs:GeneOntologyTypeCellularComponent,intracellular membrane-bounded organelle,"""GO:0043231""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0043231
dcs:GeneOntologyTypeCellularComponent,nucleus,"""GO:0005634""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0005634
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,transferase activity,"""GO:0016740""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0016740
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups","""GO:0016746""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups other than amino-acyl groups","""GO:0016747""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0016747
dcs:GeneOntologyTypeMolecularFunction,acyltransferase activity,"""GO:0016746""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,acetyltransferase activity,"""GO:0016407""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0016407
dcs:GeneOntologyTypeMolecularFunction,n-acetyltransferase activity,"""GO:0008080""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0008080
dcs:GeneOntologyTypeMolecularFunction,lysine n-acetyltransferase activity,"""GO:0061733""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0061733
dcs:GeneOntologyTypeMolecularFunction,histone acetyltransferase activity,"""GO:0004402""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0004402
dcs:GeneOntologyTypeMolecularFunction,protein kinase binding,"""GO:0019901""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0019901
dcs:GeneOntologyTypeMolecularFunction,lysine N-acetyltransferase activity,"""GO:0004468""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0004468
dcs:GeneOntologyTypeMolecularFunction,transcription coactivator activity,"""GO:0003713""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0003713
dcs:GeneOntologyTypeMolecularFunction,cyclin-dependent protein kinase inhibitor activity,"""GO:0004861""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0004861
dcs:GeneOntologyTypeMolecularFunction,histone acetyltransferase activity,"""GO:0004402""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0004402
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,cellular process,"""GO:0009987""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0009987
dcs:GeneOntologyTypeBiologicalProcess,cellular component organization at cellular level,"""GO:0043954""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0043954
dcs:GeneOntologyTypeBiologicalProcess,organelle organization,"""GO:0006996""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0006996
dcs:GeneOntologyTypeBiologicalProcess,chromosome organization,"""GO:0051276""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0051276
dcs:GeneOntologyTypeBiologicalProcess,chromatin organization,"""GO:0006325""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0006325
dcs:GeneOntologyTypeBiologicalProcess,chromatin modification,"""GO:0016568""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0016568
dcs:GeneOntologyTypeBiologicalProcess,covalent chromatin modification,"""GO:0016569""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0016569
dcs:GeneOntologyTypeBiologicalProcess,histone modification,"""GO:0016570""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0016570
dcs:GeneOntologyTypeBiologicalProcess,histone acetylation,"""GO:0016573""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0016573
dcs:GeneOntologyTypeBiologicalProcess,biological regulation,"""GO:0065007""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0065007
dcs:GeneOntologyTypeBiologicalProcess,regulation of biological process,"""GO:0050789""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0050789
dcs:GeneOntologyTypeBiologicalProcess,regulation of metabolic process,"""GO:0019222""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0019222
dcs:GeneOntologyTypeBiologicalProcess,regulation of macromolecule metabolic process,"""GO:0060255""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0060255
dcs:GeneOntologyTypeBiologicalProcess,regulation of gene expression,"""GO:0010468""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0010468
dcs:GeneOntologyTypeBiologicalProcess,regulation of transcription,"""GO:0140542""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0140542
dcs:GeneOntologyTypeBiologicalProcess,"regulation of transcription, dna-dependent","""GO:0006355""",HMDBP00027,bio/KAT2B_HUMAN,bio/GO_0006355
dcs:GeneOntologyTypeBiologicalProcess,fatty acid beta-oxidation using acyl-CoA oxidase,"""GO:0033540""",HMDBP00028,bio/CACP_HUMAN,bio/GO_0033540
dcs:GeneOntologyTypeBiologicalProcess,transport,"""GO:0006810""",HMDBP00028,bio/CACP_HUMAN,bio/GO_0006810
dcs:GeneOntologyTypeBiologicalProcess,"carnitine metabolic process, CoA-linked","""GO:0019254""",HMDBP00028,bio/CACP_HUMAN,bio/GO_0019254
dcs:GeneOntologyTypeCellularComponent,endoplasmic reticulum,"""GO:0005783""",HMDBP00028,bio/CACP_HUMAN,bio/GO_0005783
dcs:GeneOntologyTypeCellularComponent,mitochondrion,"""GO:0005739""",HMDBP00028,bio/CACP_HUMAN,bio/GO_0005739
dcs:GeneOntologyTypeCellularComponent,peroxisomal matrix,"""GO:0005782""",HMDBP00028,bio/CACP_HUMAN,bio/GO_0005782
dcs:GeneOntologyTypeCellularComponent,mitochondrial inner membrane,"""GO:0005743""",HMDBP00028,bio/CACP_HUMAN,bio/GO_0005743
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00028,bio/CACP_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,transferase activity,"""GO:0016740""",HMDBP00028,bio/CACP_HUMAN,bio/GO_0016740
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups","""GO:0016746""",HMDBP00028,bio/CACP_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups other than amino-acyl groups","""GO:0016747""",HMDBP00028,bio/CACP_HUMAN,bio/GO_0016747
dcs:GeneOntologyTypeMolecularFunction,acyltransferase activity,"""GO:0016746""",HMDBP00028,bio/CACP_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,carnitine O-acetyltransferase activity,"""GO:0004092""",HMDBP00028,bio/CACP_HUMAN,bio/GO_0004092
dcs:GeneOntologyTypeBiologicalProcess,small molecule metabolic process,"""GO:0044281""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0044281
dcs:GeneOntologyTypeBiologicalProcess,regulation of cell proliferation,"""GO:0042127""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0042127
dcs:GeneOntologyTypeBiologicalProcess,polyamine biosynthetic process,"""GO:0006596""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0006596
dcs:GeneOntologyTypeBiologicalProcess,angiogenesis,"""GO:0001525""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0001525
dcs:GeneOntologyTypeBiologicalProcess,putrescine catabolic process,"""GO:0009447""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0009447
dcs:GeneOntologyTypeCellularComponent,cytosol,"""GO:0005829""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0005829
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,transferase activity,"""GO:0016740""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0016740
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups","""GO:0016746""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups other than amino-acyl groups","""GO:0016747""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0016747
dcs:GeneOntologyTypeMolecularFunction,acyltransferase activity,"""GO:0016746""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,acetyltransferase activity,"""GO:0016407""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0016407
dcs:GeneOntologyTypeMolecularFunction,n-acetyltransferase activity,"""GO:0008080""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0008080
dcs:GeneOntologyTypeMolecularFunction,diamine N-acetyltransferase activity,"""GO:0004145""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0004145
dcs:GeneOntologyTypeMolecularFunction,spermidine binding,"""GO:0019809""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0019809
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00029,bio/SAT1_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,small molecule metabolic process,"""GO:0044281""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0044281
dcs:GeneOntologyTypeBiologicalProcess,response to zinc ion,"""GO:0010043""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0010043
dcs:GeneOntologyTypeBiologicalProcess,indolalkylamine biosynthetic process,"""GO:0046219""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0046219
dcs:GeneOntologyTypeBiologicalProcess,melatonin biosynthetic process,"""GO:0030187""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0030187
dcs:GeneOntologyTypeBiologicalProcess,response to prostaglandin E stimulus,"""GO:0034695""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0034695
dcs:GeneOntologyTypeBiologicalProcess,response to light stimulus,"""GO:0009416""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0009416
dcs:GeneOntologyTypeBiologicalProcess,response to calcium ion,"""GO:0051592""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0051592
dcs:GeneOntologyTypeBiologicalProcess,N-terminal protein amino acid acetylation,"""GO:0006474""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0006474
dcs:GeneOntologyTypeBiologicalProcess,cellular response to cAMP,"""GO:0071320""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0071320
dcs:GeneOntologyTypeBiologicalProcess,response to insulin stimulus,"""GO:0032868""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0032868
dcs:GeneOntologyTypeBiologicalProcess,response to corticosterone stimulus,"""GO:0051412""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0051412
dcs:GeneOntologyTypeBiologicalProcess,response to cytokine stimulus,"""GO:0034097""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0034097
dcs:GeneOntologyTypeBiologicalProcess,circadian rhythm,"""GO:0007623""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0007623
dcs:GeneOntologyTypeBiologicalProcess,response to copper ion,"""GO:0046688""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0046688
dcs:GeneOntologyTypeCellularComponent,cytosol,"""GO:0005829""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0005829
dcs:GeneOntologyTypeCellularComponent,perinuclear region of cytoplasm,"""GO:0048471""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0048471
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,transferase activity,"""GO:0016740""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0016740
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups","""GO:0016746""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups other than amino-acyl groups","""GO:0016747""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0016747
dcs:GeneOntologyTypeMolecularFunction,acyltransferase activity,"""GO:0016746""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,acetyltransferase activity,"""GO:0016407""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0016407
dcs:GeneOntologyTypeMolecularFunction,n-acetyltransferase activity,"""GO:0008080""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0008080
dcs:GeneOntologyTypeMolecularFunction,aralkylamine N-acetyltransferase activity,"""GO:0004059""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0004059
dcs:GeneOntologyTypeMolecularFunction,arylamine N-acetyltransferase activity,"""GO:0004060""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0004060
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00030,bio/SNAT_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,negative regulation of apoptotic process,"""GO:0043066""",HMDBP00031,bio/THIM_HUMAN,bio/GO_0043066
dcs:GeneOntologyTypeBiologicalProcess,cholesterol biosynthetic process,"""GO:0006695""",HMDBP00031,bio/THIM_HUMAN,bio/GO_0006695
dcs:GeneOntologyTypeBiologicalProcess,acetyl-CoA metabolic process,"""GO:0006084""",HMDBP00031,bio/THIM_HUMAN,bio/GO_0006084
dcs:GeneOntologyTypeBiologicalProcess,fatty acid beta-oxidation,"""GO:0006635""",HMDBP00031,bio/THIM_HUMAN,bio/GO_0006635
dcs:GeneOntologyTypeCellularComponent,mitochondrion,"""GO:0005739""",HMDBP00031,bio/THIM_HUMAN,bio/GO_0005739
dcs:GeneOntologyTypeCellularComponent,mitochondrial inner membrane,"""GO:0005743""",HMDBP00031,bio/THIM_HUMAN,bio/GO_0005743
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00031,bio/THIM_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,transferase activity,"""GO:0016740""",HMDBP00031,bio/THIM_HUMAN,bio/GO_0016740
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups","""GO:0016746""",HMDBP00031,bio/THIM_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups other than amino-acyl groups","""GO:0016747""",HMDBP00031,bio/THIM_HUMAN,bio/GO_0016747
dcs:GeneOntologyTypeMolecularFunction,acetyl-CoA C-acyltransferase activity,"""GO:0003988""",HMDBP00031,bio/THIM_HUMAN,bio/GO_0003988
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00031,bio/THIM_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,spermatogenesis,"""GO:0007283""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0007283
dcs:GeneOntologyTypeBiologicalProcess,histone acetylation,"""GO:0016573""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0016573
dcs:GeneOntologyTypeCellularComponent,nucleus,"""GO:0005634""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0005634
dcs:GeneOntologyTypeCellularComponent,organelle,"""GO:0043226""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0043226
dcs:GeneOntologyTypeCellularComponent,membrane-bounded organelle,"""GO:0043227""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0043227
dcs:GeneOntologyTypeCellularComponent,intracellular membrane-bounded organelle,"""GO:0043231""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0043231
dcs:GeneOntologyTypeCellularComponent,nucleus,"""GO:0005634""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0005634
dcs:GeneOntologyTypeCellularComponent,organelle part,"""GO:0043226""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0043226
dcs:GeneOntologyTypeCellularComponent,intracellular organelle part,"""GO:0043229""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0043229
dcs:GeneOntologyTypeCellularComponent,chromosomal part,"""GO:0098687""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0098687
dcs:GeneOntologyTypeCellularComponent,chromatin,"""GO:0000785""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0000785
dcs:GeneOntologyTypeMolecularFunction,binding,"""GO:0005488""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0005488
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,chromatin binding,"""GO:0003682""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0003682
dcs:GeneOntologyTypeMolecularFunction,histone acetyltransferase activity,"""GO:0004402""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0004402
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,cellular process,"""GO:0009987""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0009987
dcs:GeneOntologyTypeBiologicalProcess,cellular component organization at cellular level,"""GO:0043954""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0043954
dcs:GeneOntologyTypeBiologicalProcess,organelle organization,"""GO:0006996""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0006996
dcs:GeneOntologyTypeBiologicalProcess,chromosome organization,"""GO:0051276""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0051276
dcs:GeneOntologyTypeBiologicalProcess,chromatin organization,"""GO:0006325""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0006325
dcs:GeneOntologyTypeBiologicalProcess,chromatin assembly or disassembly,"""GO:0006333""",HMDBP00033,bio/CDY1_HUMAN,bio/GO_0006333
dcs:GeneOntologyTypeBiologicalProcess,pantothenate metabolic process,"""GO:0015939""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0015939
dcs:GeneOntologyTypeBiologicalProcess,fatty acid metabolic process,"""GO:0006631""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0006631
dcs:GeneOntologyTypeBiologicalProcess,energy reserve metabolic process,"""GO:0006112""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0006112
dcs:GeneOntologyTypeBiologicalProcess,fatty acid biosynthetic process,"""GO:0006633""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0006633
dcs:GeneOntologyTypeBiologicalProcess,long-chain fatty-acyl-CoA biosynthetic process,"""GO:0035338""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0035338
dcs:GeneOntologyTypeBiologicalProcess,positive regulation of cellular metabolic process,"""GO:0031325""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0031325
dcs:GeneOntologyTypeBiologicalProcess,triglyceride biosynthetic process,"""GO:0019432""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0019432
dcs:GeneOntologyTypeCellularComponent,cytosol,"""GO:0005829""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0005829
dcs:GeneOntologyTypeCellularComponent,mitochondrion,"""GO:0005739""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0005739
dcs:GeneOntologyTypeCellularComponent,plasma membrane,"""GO:0005886""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0005886
dcs:GeneOntologyTypeCellularComponent,Golgi apparatus,"""GO:0005794""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0005794
dcs:GeneOntologyTypeCellularComponent,melanosome,"""GO:0042470""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0042470
dcs:GeneOntologyTypeCellularComponent,glycogen granule,"""GO:0042587""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0042587
dcs:GeneOntologyTypeMolecularFunction,ion binding,"""GO:0043167""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0043167
dcs:GeneOntologyTypeMolecularFunction,cation binding,"""GO:0043169""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0043169
dcs:GeneOntologyTypeMolecularFunction,metal ion binding,"""GO:0046872""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0046872
dcs:GeneOntologyTypeMolecularFunction,"hydrolase activity, acting on ester bonds","""GO:0016788""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0016788
dcs:GeneOntologyTypeMolecularFunction,binding,"""GO:0005488""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0005488
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,hydrolase activity,"""GO:0016787""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0016787
dcs:GeneOntologyTypeMolecularFunction,transition metal ion binding,"""GO:0046914""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0046914
dcs:GeneOntologyTypeMolecularFunction,zinc ion binding,"""GO:0008270""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0008270
dcs:GeneOntologyTypeMolecularFunction,transferase activity,"""GO:0016740""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0016740
dcs:GeneOntologyTypeMolecularFunction,cofactor binding,"""GO:0048037""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0048037
dcs:GeneOntologyTypeMolecularFunction,carboxylic acid binding,"""GO:0031406""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0031406
dcs:GeneOntologyTypeMolecularFunction,amino acid binding,"""GO:0016597""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0016597
dcs:GeneOntologyTypeMolecularFunction,phosphopantetheine binding,"""GO:0031177""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0031177
dcs:GeneOntologyTypeMolecularFunction,oxidoreductase activity,"""GO:0016491""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0016491
dcs:GeneOntologyTypeMolecularFunction,transporter activity,"""GO:0005215""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0005215
dcs:GeneOntologyTypeMolecularFunction,substrate-specific transporter activity,"""GO:0005215""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0005215
dcs:GeneOntologyTypeMolecularFunction,acyl carrier activity,"""GO:0000036""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0000036
dcs:GeneOntologyTypeMolecularFunction,zinc ion binding,"""GO:0008270""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0008270
dcs:GeneOntologyTypeMolecularFunction,[acyl-carrier-protein] S-malonyltransferase activity,"""GO:0004314""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0004314
dcs:GeneOntologyTypeMolecularFunction,3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity,"""GO:0047451""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0047451
dcs:GeneOntologyTypeMolecularFunction,3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity,"""GO:0004317""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0004317
dcs:GeneOntologyTypeMolecularFunction,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity,"""GO:0004316""",HMDBP00035,bio/FAS_HUMAN,bio/GO_0004316
