accession,protein_pathway,protein_dcid
HMDBP00031,dcs:KeggProteinPathwayIsovalericAcidemia,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayIsovalericAciduria,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayLongChainAcylCoaDehydrogenaseDeficiencyLcad,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayLongChain3HydroxyacylCoaDehydrogenaseDeficiencyLchad,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayMapleSyrupUrineDisease,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayMediumChainAcylCoaDehydrogenaseDeficiencyMcad,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayMethylmalonateSemialdehydeDehydrogenaseDeficiency,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayMethylmalonicAciduria,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayMitochondrialBetaOxidationOfLongChainSaturatedFattyAcids,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayMitochondrialBetaOxidationOfMediumChainSaturatedFattyAcids,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayMitochondrialBetaOxidationOfShortChainSaturatedFattyAcids,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayPropionicAcidemia,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayShortChainAcylCoaDehydrogenaseDeficiencyScadDeficiency,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayShortChain3HydroxyacylCoaDehydrogenaseDeficiencySchad,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayTrifunctionalProteinDeficiency,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayValineLeucineAndIsoleucineDegradation,bio/THIM_HUMAN
HMDBP00031,dcs:KeggProteinPathwayVeryLongChainAcylCoaDehydrogenaseDeficiencyVlcad,bio/THIM_HUMAN
HMDBP00033,,bio/CDY1_HUMAN
HMDBP00035,dcs:KeggProteinPathwayFattyAcidBiosynthesis,bio/FAS_HUMAN
HMDBP00035,dcs:KeggProteinPathwayInsulinSignalingPathway,bio/FAS_HUMAN
HMDBP00036,dcs:KeggProteinPathwayHtlvIInfection,bio/KAT5_HUMAN
HMDBP00037,dcs:KeggProteinPathwayDisulfiramActionPathway,bio/ACSA_HUMAN
HMDBP00037,dcs:KeggProteinPathwayEthanolDegradation,bio/ACSA_HUMAN
HMDBP00037,dcs:KeggProteinPathwayGlycolysisGluconeogenesis,bio/ACSA_HUMAN
HMDBP00037,dcs:KeggProteinPathwayLeighSyndrome,bio/ACSA_HUMAN
HMDBP00037,dcs:KeggProteinPathwayPrimaryHyperoxaluriaIiPh2,bio/ACSA_HUMAN
HMDBP00037,dcs:KeggProteinPathwayPropanoateMetabolism,bio/ACSA_HUMAN
HMDBP00037,dcs:KeggProteinPathwayPyruvateDecarboxylaseE1ComponentDeficiencyPdhe1Deficiency,bio/ACSA_HUMAN
HMDBP00037,dcs:KeggProteinPathwayPyruvateDehydrogenaseComplexDeficiency,bio/ACSA_HUMAN
HMDBP00037,dcs:KeggProteinPathwayPyruvateKinaseDeficiency,bio/ACSA_HUMAN
HMDBP00037,dcs:KeggProteinPathwayPyruvateMetabolism,bio/ACSA_HUMAN
HMDBP00038,dcs:KeggProteinPathway2Aminoadipic2OxoadipicAciduria,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathway2Methyl3HydroxybutrylCoaDehydrogenaseDeficiency,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathway3Hydroxy3MethylglutarylCoaLyaseDeficiency,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathway3HydroxyisobutyricAcidDehydrogenaseDeficiency,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathway3HydroxyisobutyricAciduria,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathway3MethylcrotonylCoaCarboxylaseDeficiencyTypeI,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathway3MethylglutaconicAciduriaTypeI,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathway3MethylglutaconicAciduriaTypeIii,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathway3MethylglutaconicAciduriaTypeIv,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayBetaKetothiolaseDeficiency,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayButanoateMetabolism,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayButyrateMetabolism,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayCarnitinePalmitoylTransferaseDeficiencyI,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayCarnitinePalmitoylTransferaseDeficiencyIi,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayEthylmalonicEncephalopathy,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayFattyAcidMetabolism,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayGlutaricAciduriaTypeI,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayGlyoxylateAndDicarboxylateMetabolism,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayHyperlysinemiaIFamilial,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayHyperlysinemiaIiOrSaccharopinuria,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayIsobutyrylCoaDehydrogenaseDeficiency,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayIsovalericAcidemia,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayIsovalericAciduria,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayKetoneBodyMetabolism,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayLeighSyndrome,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayLongChainAcylCoaDehydrogenaseDeficiencyLcad,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayLysineDegradation,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayMalonicAciduria,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayMalonylCoaDecarboxylaseDeficiency,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayMapleSyrupUrineDisease,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayMediumChainAcylCoaDehydrogenaseDeficiencyMcad,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayMethylmalonateSemialdehydeDehydrogenaseDeficiency,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayMethylmalonicAciduria,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayMethylmalonicAciduriaDueToCobalaminRelatedDisorders,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayMitochondrialBetaOxidationOfShortChainSaturatedFattyAcids,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayPrimaryHyperoxaluriaIiPh2,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayPropanoateMetabolism,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayPropionicAcidemia,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayPyridoxineDependencyWithSeizures,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayPyruvateDecarboxylaseE1ComponentDeficiencyPdhe1Deficiency,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayPyruvateDehydrogenaseComplexDeficiency,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayPyruvateKinaseDeficiency,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayPyruvateMetabolism,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwaySaccharopinuriaHyperlysinemiaIi,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayShortChainAcylCoaDehydrogenaseDeficiencyScadDeficiency,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayShortChain3HydroxyacylCoaDehydrogenaseDeficiencySchad,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwaySuccinylCoa3KetoacidCoaTransferaseDeficiency,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwaySynthesisAndDegradationOfKetoneBodies,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayTerpenoidBackboneBiosynthesis,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayTrifunctionalProteinDeficiency,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayTryptophanMetabolism,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayValineLeucineAndIsoleucineDegradation,bio/THIL_HUMAN
HMDBP00038,dcs:KeggProteinPathwayVeryLongChainAcylCoaDehydrogenaseDeficiencyVlcad,bio/THIL_HUMAN
HMDBP00039,,bio/NCOA1_HUMAN
HMDBP00040,dcs:KeggProteinPathwayRMevalonateBiosynthesis,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathway2Methyl3HydroxybutrylCoaDehydrogenaseDeficiency,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathway3Hydroxy3MethylglutarylCoaLyaseDeficiency,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathway3HydroxyisobutyricAcidDehydrogenaseDeficiency,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathway3HydroxyisobutyricAciduria,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathway3MethylcrotonylCoaCarboxylaseDeficiencyTypeI,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathway3MethylglutaconicAciduriaTypeI,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathway3MethylglutaconicAciduriaTypeIii,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathway3MethylglutaconicAciduriaTypeIv,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwayBetaKetothiolaseDeficiency,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwayButanoateMetabolism,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwayButyrateMetabolism,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwayIsobutyrylCoaDehydrogenaseDeficiency,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwayIsovalericAcidemia,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwayIsovalericAciduria,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwayKetoneBodyMetabolism,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwayMapleSyrupUrineDisease,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwayMethylmalonateSemialdehydeDehydrogenaseDeficiency,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwayMethylmalonicAciduria,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwayPparSignalingPathway,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwayPropionicAcidemia,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwaySuccinylCoa3KetoacidCoaTransferaseDeficiency,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwaySynthesisAndDegradationOfKetoneBodies,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwayTerpenoidBackboneBiosynthesis,bio/HMCS2_HUMAN
HMDBP00040,dcs:KeggProteinPathwayValineLeucineAndIsoleucineDegradation,bio/HMCS2_HUMAN
HMDBP00041,,bio/ODPX_HUMAN
HMDBP00042,dcs:KeggProteinPathwayDisulfiramActionPathway,bio/ACS2L_HUMAN
HMDBP00042,dcs:KeggProteinPathwayEthanolDegradation,bio/ACS2L_HUMAN
HMDBP00042,dcs:KeggProteinPathwayGlycolysisGluconeogenesis,bio/ACS2L_HUMAN
HMDBP00042,dcs:KeggProteinPathwayMalonicAciduria,bio/ACS2L_HUMAN
HMDBP00042,dcs:KeggProteinPathwayMalonylCoaDecarboxylaseDeficiency,bio/ACS2L_HUMAN
HMDBP00042,dcs:KeggProteinPathwayMethylmalonicAciduriaDueToCobalaminRelatedDisorders,bio/ACS2L_HUMAN
HMDBP00042,dcs:KeggProteinPathwayPropanoateMetabolism,bio/ACS2L_HUMAN
HMDBP00042,dcs:KeggProteinPathwayPyruvateMetabolism,bio/ACS2L_HUMAN
HMDBP00043,dcs:KeggProteinPathway2KetoglutarateDehydrogenaseComplexDeficiency,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathway2OxocarboxylicAcidMetabolism,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayCitrateCycleTcaCycle,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayCitricAcidCycle,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayCongenitalLacticAcidosis,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayFumaraseDeficiency,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayGlutaminolysisAndCancer,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayGlyoxylateAndDicarboxylateMetabolism,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayMitochondrialComplexIiDeficiency,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayPyruvateDehydrogenaseDeficiencyE2,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayPyruvateDehydrogenaseDeficiencyE3,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayTheOncogenicActionOf2Hydroxyglutarate,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayTheOncogenicActionOfD2HydroxyglutarateInHydroxygluaricaciduria,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayTheOncogenicActionOfFumarate,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayTheOncogenicActionOfL2HydroxyglutarateInHydroxygluaricaciduria,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayTheOncogenicActionOfSuccinate,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayTransferOfAcetylGroupsIntoMitochondria,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayTricarboxylicAcidCycle,bio/CISY_HUMAN
HMDBP00043,dcs:KeggProteinPathwayWarburgEffect,bio/CISY_HUMAN
HMDBP00044,,bio/CDY2_HUMAN
HMDBP00045,dcs:KeggProteinPathwayAlphaLinolenicAcidMetabolism,bio/THIK_HUMAN
HMDBP00045,dcs:KeggProteinPathwayBiosynthesisOfUnsaturatedFattyAcids,bio/THIK_HUMAN
HMDBP00045,dcs:KeggProteinPathwayFattyAcidMetabolism,bio/THIK_HUMAN
HMDBP00045,dcs:KeggProteinPathwayPeroxisome,bio/THIK_HUMAN
HMDBP00045,dcs:KeggProteinPathwayPparSignalingPathway,bio/THIK_HUMAN
HMDBP00045,dcs:KeggProteinPathwayValineLeucineAndIsoleucineDegradation,bio/THIK_HUMAN
HMDBP00046,dcs:KeggProteinPathway2KetoglutarateDehydrogenaseComplexDeficiency,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayButanoateMetabolism,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayCitrateCycleTcaCycle,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayCitricAcidCycle,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayCongenitalLacticAcidosis,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayFumaraseDeficiency,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayGlutaminolysisAndCancer,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayGlycolysisGluconeogenesis,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayHif1SignalingPathway,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayLeighSyndrome,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayMitochondrialComplexIiDeficiency,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayPrimaryHyperoxaluriaIiPh2,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayPyruvateDecarboxylaseE1ComponentDeficiencyPdhe1Deficiency,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayPyruvateDehydrogenaseComplexDeficiency,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayPyruvateDehydrogenaseDeficiencyE2,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayPyruvateDehydrogenaseDeficiencyE3,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayPyruvateKinaseDeficiency,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayPyruvateMetabolism,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayTheOncogenicActionOf2Hydroxyglutarate,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayTheOncogenicActionOfD2HydroxyglutarateInHydroxygluaricaciduria,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayTheOncogenicActionOfFumarate,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayTheOncogenicActionOfL2HydroxyglutarateInHydroxygluaricaciduria,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayTheOncogenicActionOfSuccinate,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayTransferOfAcetylGroupsIntoMitochondria,bio/ODPA_HUMAN
HMDBP00046,dcs:KeggProteinPathwayWarburgEffect,bio/ODPA_HUMAN
HMDBP00047,dcs:KeggProteinPathwayFattyAcidBiosynthesis,bio/ACACA_HUMAN
HMDBP00047,dcs:KeggProteinPathwayInsulinSignalingPathway,bio/ACACA_HUMAN
HMDBP00047,dcs:KeggProteinPathwayLeighSyndrome,bio/ACACA_HUMAN
HMDBP00047,dcs:KeggProteinPathwayMalonicAciduria,bio/ACACA_HUMAN
HMDBP00047,dcs:KeggProteinPathwayMalonylCoaBiosynthesis,bio/ACACA_HUMAN
HMDBP00047,dcs:KeggProteinPathwayMalonylCoaDecarboxylaseDeficiency,bio/ACACA_HUMAN
HMDBP00047,dcs:KeggProteinPathwayMethylmalonicAciduriaDueToCobalaminRelatedDisorders,bio/ACACA_HUMAN
HMDBP00047,dcs:KeggProteinPathwayPrimaryHyperoxaluriaIiPh2,bio/ACACA_HUMAN
HMDBP00047,dcs:KeggProteinPathwayPropanoateMetabolism,bio/ACACA_HUMAN
HMDBP00047,dcs:KeggProteinPathwayPyruvateDecarboxylaseE1ComponentDeficiencyPdhe1Deficiency,bio/ACACA_HUMAN
HMDBP00047,dcs:KeggProteinPathwayPyruvateDehydrogenaseComplexDeficiency,bio/ACACA_HUMAN
HMDBP00047,dcs:KeggProteinPathwayPyruvateKinaseDeficiency,bio/ACACA_HUMAN
HMDBP00047,dcs:KeggProteinPathwayPyruvateMetabolism,bio/ACACA_HUMAN
HMDBP00048,dcs:KeggProteinPathwayCarnitinePalmitoylTransferaseDeficiencyI,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayCarnitinePalmitoylTransferaseDeficiencyIi,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayEthylmalonicEncephalopathy,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayFattyAcidBetaOxidation,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayFattyAcidElongation,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayFattyAcidElongationInMitochondria,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayFattyAcidMetabolism,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayGlutaricAciduriaTypeI,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayLongChainAcylCoaDehydrogenaseDeficiencyLcad,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayLongChain3HydroxyacylCoaDehydrogenaseDeficiencyLchad,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayMediumChainAcylCoaDehydrogenaseDeficiencyMcad,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayMitochondrialBetaOxidationOfLongChainSaturatedFattyAcids,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayMitochondrialBetaOxidationOfMediumChainSaturatedFattyAcids,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayShortChainAcylCoaDehydrogenaseDeficiencyScadDeficiency,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayTrifunctionalProteinDeficiency,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayValineLeucineAndIsoleucineDegradation,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayValproicAcidMetabolismPathway,bio/ECHB_HUMAN
HMDBP00048,dcs:KeggProteinPathwayVeryLongChainAcylCoaDehydrogenaseDeficiencyVlcad,bio/ECHB_HUMAN
HMDBP00049,dcs:KeggProteinPathway3PhosphoglycerateDehydrogenaseDeficiency,bio/KBL_HUMAN
HMDBP00049,dcs:KeggProteinPathwayDihydropyrimidineDehydrogenaseDeficiencyDhpd,bio/KBL_HUMAN
HMDBP00049,dcs:KeggProteinPathwayDimethylglycineDehydrogenaseDeficiency,bio/KBL_HUMAN
HMDBP00049,dcs:KeggProteinPathwayGlycineAndSerineMetabolism,bio/KBL_HUMAN
HMDBP00049,dcs:KeggProteinPathwayGlycineSerineAndThreonineMetabolism,bio/KBL_HUMAN
HMDBP00049,dcs:KeggProteinPathwayHyperglycinemiaNonKetotic,bio/KBL_HUMAN
HMDBP00049,dcs:KeggProteinPathwayLThreonineDegradationViaOxydoReductasePathway,bio/KBL_HUMAN
HMDBP00049,dcs:KeggProteinPathwayNonKetoticHyperglycinemia,bio/KBL_HUMAN
HMDBP00049,dcs:KeggProteinPathwaySarcosinemia,bio/KBL_HUMAN
HMDBP00050,dcs:KeggProteinPathwayButanoateMetabolism,bio/ODPAT_HUMAN
HMDBP00050,dcs:KeggProteinPathwayCitrateCycleTcaCycle,bio/ODPAT_HUMAN
HMDBP00050,dcs:KeggProteinPathwayGlycolysisGluconeogenesis,bio/ODPAT_HUMAN
HMDBP00050,dcs:KeggProteinPathwayHif1SignalingPathway,bio/ODPAT_HUMAN
HMDBP00050,dcs:KeggProteinPathwayPyruvateMetabolism,bio/ODPAT_HUMAN
HMDBP00051,dcs:KeggProteinPathway2Methyl3HydroxybutrylCoaDehydrogenaseDeficiency,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathway3Hydroxy3MethylglutarylCoaLyaseDeficiency,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathway3HydroxyisobutyricAcidDehydrogenaseDeficiency,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathway3HydroxyisobutyricAciduria,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathway3MethylcrotonylCoaCarboxylaseDeficiencyTypeI,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathway3MethylglutaconicAciduriaTypeI,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathway3MethylglutaconicAciduriaTypeIii,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathway3MethylglutaconicAciduriaTypeIv,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayBetaAlanineMetabolism,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayBetaKetothiolaseDeficiency,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayCarnosinuriaCarnosinemia,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayGabaTransaminaseDeficiency,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayInositolPhosphateMetabolism,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayIsobutyrylCoaDehydrogenaseDeficiency,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayIsovalericAcidemia,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayIsovalericAciduria,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayMalonicAciduria,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayMalonylCoaDecarboxylaseDeficiency,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayMapleSyrupUrineDisease,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayMethylmalonateSemialdehydeDehydrogenaseDeficiency,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayMethylmalonicAciduria,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayMethylmalonicAciduriaDueToCobalaminRelatedDisorders,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayPropanoateMetabolism,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayPropionicAcidemia,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayUreidopropionaseDeficiency,bio/MMSA_HUMAN
HMDBP00051,dcs:KeggProteinPathwayValineLeucineAndIsoleucineDegradation,bio/MMSA_HUMAN
HMDBP00052,dcs:KeggProteinPathway2HydroxyglutricAciduriaDAndLForm,bio/GNA1_HUMAN
HMDBP00052,dcs:KeggProteinPathway4HydroxybutyricAciduriaSuccinicSemialdehydeDehydrogenaseDeficiency,bio/GNA1_HUMAN
HMDBP00052,dcs:KeggProteinPathwayAminoSugarAndNucleotideSugarMetabolism,bio/GNA1_HUMAN
HMDBP00052,dcs:KeggProteinPathwayAminoSugarMetabolism,bio/GNA1_HUMAN
HMDBP00052,dcs:KeggProteinPathwayGM2GangliosidosisVariantBTaySachsDisease,bio/GNA1_HUMAN
HMDBP00052,dcs:KeggProteinPathwayGlutamateMetabolism,bio/GNA1_HUMAN
HMDBP00052,dcs:KeggProteinPathwayHomocarnosinosis,bio/GNA1_HUMAN
HMDBP00052,dcs:KeggProteinPathwayHyperinsulinismHyperammonemiaSyndrome,bio/GNA1_HUMAN
HMDBP00052,dcs:KeggProteinPathwaySallaDiseaseInfantileSialicAcidStorageDisease,bio/GNA1_HUMAN
HMDBP00052,dcs:KeggProteinPathwaySialuriaOrFrenchTypeSialuria,bio/GNA1_HUMAN
HMDBP00052,dcs:KeggProteinPathwaySuccinicSemialdehydeDehydrogenaseDeficiency,bio/GNA1_HUMAN
HMDBP00052,dcs:KeggProteinPathwayTaySachsDisease,bio/GNA1_HUMAN
HMDBP00052,dcs:KeggProteinPathwayUdpNAcetylAlphaDGlucosamineBiosynthesis,bio/GNA1_HUMAN
HMDBP00053,dcs:KeggProteinPathwayRMevalonateBiosynthesis,bio/HMCS1_HUMAN
HMDBP00053,dcs:KeggProteinPathwayAlendronateActionPathway,bio/HMCS1_HUMAN
HMDBP00053,dcs:KeggProteinPathwayAtorvastatinActionPathway,bio/HMCS1_HUMAN
HMDBP00053,dcs:KeggProteinPathwayButanoateMetabolism,bio/HMCS1_HUMAN
HMDBP00053,dcs:KeggProteinPathwayCerivastatinActionPathway,bio/HMCS1_HUMAN
