accession,protein_type,general_function,specific_function,subcellular_location,residue_number,genbank_protein_id,uniprot_id,genbank_gene_id,genecard_id,hgnc_id,protein_dcid,gene19_dcid,gene38_dcid
HMDBP00066,dcs:ProteinTypeEnzyme,"""Involved in hydrolase activity""","""May hydrolyze fatty acids from S-acylated cysteine residues in proteins such as trimeric G alpha proteins or HRAS. Has lysophospholipase activity (By similarity). Deacylates GAP43.""",dcs:CellularCompartmentCytoplasm,231,9966764,O95372,NM_007260.2,LYPLA2,6738,bio/LYPA2_HUMAN,bio/hg19_LYPLA2,bio/hg38_LYPLA2
HMDBP00067,dcs:ProteinTypeUnknown,"""Involved in phospholipase A2 activity""","""PA2 catalyzes the calcium-dependent hydrolysis of the 2-acyl groups in 3-sn-phosphoglycerides. Does not exhibit detectable activity toward sn-2-arachidonoyl- or linoleoyl-phosphatidylcholine or -phosphatidylethanolamine.""",dcs:CellularCompartmentCytoplasm,189,12276062,Q9BZM1,AF306567,PLA2G12A,18554,bio/PG12A_HUMAN,bio/hg19_PLA2G12A,bio/hg38_PLA2G12A
HMDBP00068,dcs:ProteinTypeUnknown,"""Involved in metabolic process""","""Catalyzes the release of fatty acids from phospholipids. It has been implicated in normal phospholipid remodeling, nitric oxide-induced or vasopressin-induced arachidonic acid release and in leukotriene and prostaglandin production. May participate in fas mediated apoptosis and in regulating transmembrane ion flux in glucose-stimulated B-cells. Has a role in cardiolipin (CL) deacylation. Required for both speed and directionality of monocyte MCP1/CCL2-induced chemotaxis through regulation of F-actin polymerization at the pseudopods.Isoform ankyrin-iPLA2-1 and isoform ankyrin-iPLA2-2, which lack the catalytic domain, are probably involved in the negative regulation of iPLA2 activity.""",dcs:CellularCompartmentCytoplasm,806,3142700,O60733,AF064594,PLA2G6,9039,bio/PLPL9_HUMAN,bio/hg19_PLA2G6,bio/hg38_PLA2G6
HMDBP00069,dcs:ProteinTypeEnzyme,"""Involved in phosphatidylcholine-sterol O-acyltransferase activity""","""Central enzyme in the extracellular metabolism of plasma lipoproteins. Synthesized mainly in the liver and secreted into plasma where it converts cholesterol and phosphatidylcholines (lecithins) to cholesteryl esters and lysophosphatidylcholines on the surface of high and low density lipoproteins (HDLs and LDLs). The cholesterol ester is then transported back to the liver. Has a preference for plasma 16:0-18:2 or 18:O-18:2 phosphatidylcholines. Also produced in the brain by primary astrocytes, and esterifies free cholesterol on nascent APOE-containing lipoproteins secreted from glia and influences cerebral spinal fluid (CSF) APOE- and APOA1 levels. Together with APOE and the cholesterol transporter ABCA1, plays a key role in the maturation of glial-derived, nascent lipoproteins. Required for remodeling high-density lipoprotein particles into their spherical forms.""",dcs:CellularCompartmentSecreted,440,15928623,P04180,BC014781,LCAT,6522,bio/LCAT_HUMAN,bio/hg19_LCAT,bio/hg38_LCAT
HMDBP00070,dcs:ProteinTypeEnzyme,"""Involved in sugar binding""","""May have both lysophospholipase and carbohydrate-binding activities.""",dcs:CellularCompartmentCytoplasmicGranule,142,3399666,Q05315,AC005393,CLC,2014,bio/LEG10_HUMAN,bio/hg19_CLC,bio/hg38_CLC
HMDBP00072,dcs:ProteinTypeUnknown,"""Involved in phospholipase A2 activity""","""Thought to participate in the regulation of the phospholipid metabolism in biomembranes including eicosanoid biosynthesis. Catalyzes the calcium-dependent hydrolysis of the 2-acyl groups in 3-sn-phosphoglycerides.""",dcs:CellularCompartmentPeripheralMembraneProtein,144,,P14555,M22430,PLA2G2A,9031,bio/PA2GA_HUMAN,bio/hg19_PLA2G2A,bio/hg38_PLA2G2A
HMDBP00073,dcs:ProteinTypeUnknown,"""Involved in phospholipase A2 activity""","""PA2 catalyzes the calcium-dependent hydrolysis of the 2-acyl groups in 3-sn-phosphoglycerides. L-alpha-1-palmitoyl-2-linoleoyl phosphatidylethanolamine is more efficiently hydrolyzed than the other phospholipids examined.""",dcs:CellularCompartmentSecreted,145,5771420,Q9UNK4,AF112982,PLA2G2D,9033,bio/PA2GD_HUMAN,bio/hg19_PLA2G2D,bio/hg38_PLA2G2D
HMDBP00074,dcs:ProteinTypeUnknown,"""Involved in oxidoreductase activity""","""Catalyzes the transformation of the potent androgen dihydrotestosterone (DHT) into the less active form, 5-alpha-androstan-3-alpha,17-beta-diol (3-alpha-diol). Also has some 20-alpha-hydroxysteroid dehydrogenase activity. The biotransformation of the pesticide chlordecone (kepone) to its corresponding alcohol leads to increased biliary excretion of the pesticide and concomitant reduction of its neurotoxicity since bile is the major excretory route.""",dcs:CellularCompartmentCytoplasm,323,7328948,P17516,AB031085,AKR1C4,387,bio/AK1C4_HUMAN,bio/hg19_AKR1C4,bio/hg38_AKR1C4
HMDBP00075,dcs:ProteinTypeEnzyme,"""Involved in oxidoreductase activity""","""NADPH-dependent reductase with broad substrate specificity. Catalyzes the reduction of a wide variety of carbonyl compounds including quinones, prostaglandins, menadione, plus various xenobiotics. Catalyzes the reduction of the antitumor anthracyclines doxorubicin and daunorubicin to the cardiotoxic compounds doxorubicinol and daunorubicinol. Can convert prostaglandin E2 to prostaglandin F2-alpha. Can bind glutathione, which explains its higher affinity for glutathione-conjugated substrates. Catalyzes the reduction of S-nitrosoglutathione.""",dcs:CellularCompartmentCytoplasm,277,,P16152,J04056,CBR1,1548,bio/CBR1_HUMAN,bio/hg19_CBR1,bio/hg38_CBR1
HMDBP00076,dcs:ProteinTypeEnzyme,"""Involved in oxidoreductase activity""","""Reduces all-trans-retinal and 9-cis retinal. Can also catalyze the oxidation of all-trans-retinol with NADP as co-factor, but with much lower efficiency. Reduces alkyl phenyl ketones and alpha-dicarbonyl compounds with aromatic rings, such as pyrimidine-4-aldehyde, 3-benzoylpyridine, 4-benzoylpyridine, menadione and 4-hexanoylpyridine. Has no activity towards aliphatic aldehydes and ketones (By similarity).""",dcs:CellularCompartmentPeroxisome,278,32483357,Q9BTZ2,NM_021004.2,DHRS4,16985,bio/DHRS4_HUMAN,bio/hg19_DHRS4,bio/hg38_DHRS4
HMDBP00077,dcs:ProteinTypeEnzyme,"""Involved in oxidoreductase activity""","""Has low NADPH-dependent oxidoreductase activity towards 4-benzoylpyridine and menadione (in vitro).""",dcs:CellularCompartmentCytoplasm,277,3702679,O75828,AB003151,CBR3,1549,bio/CBR3_HUMAN,bio/hg19_CBR3,bio/hg38_CBR3
HMDBP00078,dcs:ProteinTypeUnknown,"""Involved in oxidoreductase activity""","""Prostaglandin inactivation. Contributes to the regulation of events that are under the control of prostaglandin levels. Catalyzes the NAD-dependent dehydrogenation of lipoxin A4 to form 15-oxo-lipoxin A4. Inhibits in vivo proliferation of colon cancer cells.""",dcs:CellularCompartmentCytoplasm,266,189054417,P15428,AK314624,HPGD,5154,bio/PGDH_HUMAN,bio/hg19_HPGD,bio/hg38_HPGD
HMDBP00079,dcs:ProteinTypeEnzyme,"""Involved in prostaglandin-E synthase activity""","""Catalyzes the oxidoreduction of prostaglandin endoperoxide H2 (PGH2) to prostaglandin E2 (PGE2).""",dcs:CellularCompartmentMembrane,152,4758910,O14684,NM_004878.4,PTGES,9599,bio/PTGES_HUMAN,bio/hg19_PTGES,bio/hg38_PTGES
HMDBP00080,dcs:ProteinTypeEnzyme,"""Involved in protein binding""","""May have a role in signal-induced cytoskeletal regulation and/or endocytosis (By similarity).""",dcs:CellularCompartmentPeripheralMembraneProtein,933,2645858,O14939,AF033850,PLD2,9068,bio/PLD2_HUMAN,bio/hg19_PLD2,bio/hg38_PLD2
HMDBP00081,dcs:ProteinTypeUnknown,"""Involved in N-methyltransferase activity""","""Catalyzes three sequential methylation reactions of phosphatidylethanolamine (PE) by AdoMet, thereby producing phosphatidylcholine (PC).""",dcs:CellularCompartmentMultiPassMembraneProtein,199,5459516,Q9UBM1,AB029821,PEMT,8830,bio/PEMT_HUMAN,bio/hg19_PEMT,bio/hg38_PEMT
HMDBP00082,dcs:ProteinTypeUnknown,"""Involved in protein binding""","""Implicated as a critical step in numerous cellular pathways, including signal transduction, membrane trafficking, and the regulation of mitosis. May be involved in the regulation of perinuclear intravesicular membrane traffic (By similarity).""",dcs:CellularCompartmentLipidAnchor,1074,,Q13393,U38545,PLD1,9067,bio/PLD1_HUMAN,bio/hg19_PLD1,bio/hg38_PLD1
HMDBP00083,dcs:ProteinTypeEnzyme,"""Involved in thymidylate kinase activity""","""Catalyzes the conversion of dTMP to dTDP.""",,212,37206,P23919,X54729,DTYMK,3061,bio/KTHY_HUMAN,bio/hg19_DTYMK,bio/hg38_DTYMK
HMDBP00084,dcs:ProteinTypeUnknown,"""Involved in hydrolase activity""","""In the nervous system, could hydrolyze ATP and other nucleotides to regulate purinergic neurotransmission. Could also be implicated in the prevention of platelet aggregation by hydrolyzing platelet-activating ADP to AMP. Hydrolyzes ATP and ADP equally well.""",dcs:CellularCompartmentMembrane,510,45580700,P49961,NM_001776.5,ENTPD1,3363,bio/ENTP1_HUMAN,bio/hg19_ENTPD1,bio/hg38_ENTPD1
HMDBP00085,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Calcium-dependent nucleotidase with a preference for UDP. The order of activity with different substrates is UDP > GDP > UTP > GTP. Has very low activity towards ADP and even lower activity towards ATP. Does not hydrolyze AMP and GMP. Involved in proteoglycan synthesis.""",dcs:CellularCompartmentEndoplasmicReticulumMembrane,401,229577440,Q8WVQ1,NM_001159772.1,CANT1,19721,bio/CANT1_HUMAN,bio/hg19_CANT1,bio/hg38_CANT1
HMDBP00086,dcs:ProteinTypeUnknown,"""Involved in hydrolase activity""","""Has a threefold preference for the hydrolysis of ATP over ADP.""",dcs:CellularCompartmentMembrane,529,13817037,O75355,AF034840,ENTPD3,3365,bio/ENTP3_HUMAN,bio/hg19_ENTPD3,bio/hg38_ENTPD3
HMDBP00087,dcs:ProteinTypeUnknown,"""Involved in oxidoreductase activity""","""This is a copper-containing oxidase that functions in the formation of pigments such as melanins and other polyphenolic compounds. Catalyzes the rate-limiting conversions of tyrosine to DOPA, DOPA to DOPA-quinone and possibly 5,6-dihydroxyindole to indole-5,6 quinone.""",dcs:CellularCompartmentMelanosomeMembrane,529,340037,P14679,M27160,TYR,12442,bio/TYRO_HUMAN,bio/hg19_TYR,bio/hg38_TYR
HMDBP00088,dcs:ProteinTypeUnknown,"""Involved in oxidoreductase activity""","""Catalyzes the NADPH-dependent reduction of a wide variety of carbonyl-containing compounds to their corresponding alcohols with a broad range of catalytic efficiencies.""",dcs:CellularCompartmentCytoplasm,316,2687578,P15121,AF032455,AKR1B1,381,bio/ALDR_HUMAN,bio/hg19_AKR1B1,bio/hg38_AKR1B1
HMDBP00089,dcs:ProteinTypeEnzyme,"""Involved in arylesterase activity""","""Has low activity towards the organophosphate paraxon and aromatic carboxylic acid esters. Rapidly hydrolyzes lactones such as statin prodrugs (e.g. lovastatin). Hydrolyzes aromatic lactones and 5- or 6-member ring lactones with aliphatic substituents but not simple lactones or those with polar substituents.""",dcs:CellularCompartmentSecreted,354,29788996,Q15166,NM_000940.2,PON3,9206,bio/PON3_HUMAN,bio/hg19_PON3,bio/hg38_PON3
HMDBP00090,dcs:ProteinTypeUnknown,"""Involved in catalytic activity""","""nan""",dcs:CellularCompartmentCellMembrane,535,178474,P05187,M13077,ALPP,439,bio/PPB1_HUMAN,bio/hg19_ALPP,bio/hg38_ALPP
HMDBP00091,dcs:ProteinTypeEnzyme,"""Involved in arylesterase activity""","""Hydrolyzes the toxic metabolites of a variety of organophosphorus insecticides. Capable of hydrolyzing a broad spectrum of organophosphate substrates and lactones, and a number of aromatic carboxylic acid esters. Mediates an enzymatic protection of low density lipoproteins against oxidative modification and the consequent series of events leading to atheroma formation.""",dcs:CellularCompartmentSecreted,355,2795823,P27169,AC004022,PON1,9204,bio/PON1_HUMAN,bio/hg19_PON1,bio/hg38_PON1
HMDBP00092,dcs:ProteinTypeEnzyme,"""Involved in arylesterase activity""","""Capable of hydrolyzing lactones and a number of aromatic carboxylic acid esters. Has antioxidant activity. Is not associated with high density lipoprotein. Prevents LDL lipid peroxidation, reverses the oxidation of mildly oxidized LDL, and inhibits the ability of MM-LDL to induce monocyte chemotaxis.""",dcs:CellularCompartmentCytoplasm,354,1333632,Q15165,L48513,PON2,9205,bio/PON2_HUMAN,bio/hg19_PON2,bio/hg38_PON2
HMDBP00093,dcs:ProteinTypeUnknown,"""Involved in catalytic activity""","""nan""",dcs:CellularCompartmentCellMembrane,528,178432,P09923,M15694,ALPI,437,bio/PPBI_HUMAN,bio/hg19_ALPI,bio/hg38_ALPI
HMDBP00094,dcs:ProteinTypeEnzyme,"""Involved in acid phosphatase activity""","""nan""",dcs:CellularCompartmentLysosomeMembrane,423,13111975,P11117,BC003160,ACP2,123,bio/PPAL_HUMAN,bio/hg19_ACP2,bio/hg38_ACP2
HMDBP00095,dcs:ProteinTypeEnzyme,"""Involved in acid phosphatase activity""","""Acts on tyrosine phosphorylated proteins, low-MW aryl phosphates and natural and synthetic acyl phosphates. Isoform 3 does not possess phosphatase activity.""",dcs:CellularCompartmentCytoplasm,158,,P24666,M83653,ACP1,122,bio/PPAC_HUMAN,bio/hg19_ACP1,bio/hg38_ACP1
HMDBP00096,dcs:ProteinTypeUnknown,"""Involved in catalytic activity""","""This isozyme may play a role in skeletal mineralization.""",dcs:CellularCompartmentCellMembrane,524,28738,P05186,X14174,ALPL,438,bio/PPBT_HUMAN,bio/hg19_ALPL,bio/hg38_ALPL
HMDBP00097,dcs:ProteinTypeUnknown,"""Involved in hydrolase activity""","""Involved in osteopontin/bone sialoprotein dephosphorylation. Its expression seems to increase in certain pathological states such as Gaucher and Hodgkin diseases, the hairy cell, the B-cell, and the T-cell leukemias.""",dcs:CellularCompartmentLysosome,325,178006,P13686,J04430,ACP5,124,bio/PPA5_HUMAN,bio/hg19_ACP5,bio/hg38_ACP5
HMDBP00098,dcs:ProteinTypeEnzyme,"""Involved in acid phosphatase activity""","""A non-specific tyrosine phosphatase that dephosphorylates a diverse number of substrates under acidic conditions (pH 4-6) including alkyl, aryl, and acyl orthophosphate monoesters and phosphorylated proteins. Has lipid phosphatase activity and inactivates lysophosphatidic acid in seminal plasma.Isoform 2: the cellular form also has ecto-5'-nucleotidase activity in dorsal root ganglion (DRG) neurons. Generates adenosine from AMP which acts as a pain suppressor. Acts as a tumor suppressor of prostate cancer through dephosphorylation of ERBB2 and deactivation of MAPK-mediated signaling.""",dcs:CellularCompartmentSinglePassTypeIMembraneProtein,386,189621,P15309,M34840,ACPP,125,bio/PPAP_HUMAN,bio/hg19_ACP3,bio/hg38_ACP3
HMDBP00099,dcs:ProteinTypeUnknown,"""Involved in catalytic activity""","""nan""",dcs:CellularCompartmentCellMembrane,532,62988701,P10696,AC068134,ALPPL2,441,bio/PPBN_HUMAN,bio/hg19_ALPG,bio/hg38_ALPG
HMDBP00100,dcs:ProteinTypeEnzyme,"""Involved in cell surface binding""","""Pro-inflammatory cytokine. Involved in the innate immune response to bacterial pathogens. The expression of MIF at sites of inflammation suggests a role as mediator in regulating the function of macrophages in host defense. Counteracts the anti-inflammatory activity of glucocorticoids. Has phenylpyruvate tautomerase and dopachrome tautomerase activity (in vitro), but the physiological substrate is not known. It is not clear whether the tautomerase activity has any physiological relevance, and whether it is important for cytokine activity.""",dcs:CellularCompartmentCytoplasm,115,18699569,P14174,AF469046,MIF,7097,bio/MIF_HUMAN,bio/hg19_MIF,bio/hg38_MIF
HMDBP00101,dcs:ProteinTypeUnknown,"""Involved in O-methyltransferase activity""","""Isoform 1 catalyzes the transfer of a methyl group onto N-acetylserotonin, producing melatonin (N-acetyl-5-methoxytryptamine). Isoform 2 and isoform 3 lack enzyme activity.""",,345,57209912,P46597,AL683807,ASMT,750,bio/ASMT_HUMAN,bio/hg19_ASMT,bio/hg38_ASMT
HMDBP00102,dcs:ProteinTypeUnknown,"""Involved in acyl-CoA dehydrogenase activity""","""nan""",dcs:CellularCompartmentMitochondrionMatrix,430,177962,P28330,M74096,ACADL,88,bio/ACADL_HUMAN,bio/hg19_ACADL,bio/hg38_ACADL
HMDBP00103,dcs:ProteinTypeUnknown,"""Involved in acyl-CoA dehydrogenase activity""","""nan""",dcs:CellularCompartmentMitochondrionMatrix,412,337928,P16219,M26393,ACADS,90,bio/ACADS_HUMAN,bio/hg19_ACADS,bio/hg38_ACADS
HMDBP00104,dcs:ProteinTypeUnknown,"""Involved in acyl-CoA dehydrogenase activity""","""This enzyme is specific for acyl chain lengths of 4 to 16.""",dcs:CellularCompartmentMitochondrionMatrix,421,177964,P11310,M16827,ACADM,89,bio/ACADM_HUMAN,bio/hg19_ACADM,bio/hg38_ACADM
HMDBP00105,dcs:ProteinTypeUnknown,"""Involved in ATP binding""","""Phosphorylates uridine and cytidine to uridine monophosphate and cytidine monophosphate. Does not phosphorylate deoxyribonucleosides or purine ribonucleosides. Can use ATP or GTP as a phosphate donor. Can also phosphorylate cytidine and uridine nucleoside analogs such as 6-azauridine, 5-fluorouridine, 4-thiouridine, 5-bromouridine, N(4)-acetylcytidine, N(4)-benzoylcytidine, 5-fluorocytidine, 2-thiocytidine, 5-methylcytidine, and N(4)-anisoylcytidine.""",,277,13899253,Q9HA47,NM_031432.2,UCK1,14859,bio/UCK1_HUMAN,bio/hg19_UCK1,bio/hg38_UCK1
HMDBP00106,dcs:ProteinTypeUnknown,"""Involved in nucleoside diphosphate kinase activity""","""Major role in the synthesis of nucleoside triphosphates other than ATP (By similarity).""",dcs:CellularCompartmentMitochondrionIntermembraneSpace,187,14336697,O00746,AE006463,NME4,7852,bio/NDKM_HUMAN,bio/hg19_NME4,bio/hg38_NME4
HMDBP00108,dcs:ProteinTypeEnzyme,"""Involved in oxidation reduction""","""Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides.""",dcs:CellularCompartmentCytoplasm,792,36065,P23921,X59543,RRM1,10451,bio/RIR1_HUMAN,bio/hg19_RRM1,bio/hg38_RRM1
HMDBP00109,dcs:ProteinTypeUnknown,"""Involved in nucleoside diphosphate kinase activity""","""Major role in the synthesis of nucleoside triphosphates other than ATP. Possesses nucleoside-diphosphate kinase, serine/threonine-specific protein kinase, geranyl and farnesyl pyrophosphate kinase, histidine protein kinase and 3'-5' exonuclease activities. Involved in cell proliferation, differentiation and development, signal transduction, G protein-coupled receptor endocytosis, and gene expression. Required for neural development including neural patterning and cell fate determination.""",dcs:CellularCompartmentNucleus,152,4557797,P15531,NM_000269.2,NME1,7849,bio/NDKA_HUMAN,bio/hg19_NME1,bio/hg38_NME1
